activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300TKFZR4QBNE5D40,22180,NC,37085.0,37085071303.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,235000.0,92.35,6.75,1.124,2,16598.89,,7922.66,2611.08,,372,,,2,1,2,2,245000,2,1,1,1,1,,51.0,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,12164,46.88,74300,154.5,2522,4020,14
2023,549300TKFZR4QBNE5D40,46660,GA,13185.0,13185011404.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,425000.0,96.5,,,3,,,,,,372,,,2,1,2,2,435000,1,1,3,5,1,,103.0,50%-60%,3,3,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,<25,No,No,1,1,1,,,,,6,9.0,,,4144,36.22,65900,73.41,910,1357,26
2023,549300TKFZR4QBNE5D40,99999,NC,37105.0,37105030101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,31,1,2,2,2,195000.0,48.875,6.875,0.656,2,9444.15,,6777.5,2932.5,,372,,,2,1,2,2,405000,1,1,3,5,1,,73.0,38,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4812,50.29,70400,98.43,711,1234,45
2023,549300TKFZR4QBNE5D40,28940,TN,47093.0,47093005302.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,155000.0,45.0,6.25,-0.016,2,9021.23,,5770.13,3880.13,,360,,,2,2,2,2,345000,2,1,1,1,1,,57.0,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,3737,10.3,88600,105.34,1032,1513,35
2023,549300TKFZR4QBNE5D40,40580,NC,37127.0,37127010801.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,205000.0,96.5,6.75,1.098,2,13055.25,,5473.67,519.21,,372,,,2,1,2,2,215000,2,1,1,1,1,,47.0,49,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,1316,56.38,77700,84.07,382,589,38
2023,549300TKFZR4QBNE5D40,11700,NC,37021.0,37021001500.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,275000.0,91.186,7.0,1.442,2,20763.92,,11579.42,5577.92,,372,,,2,1,2,2,305000,2,1,1,1,1,,86.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2507,26.17,87600,80.42,549,1061,45
2023,549300TKFZR4QBNE5D40,26580,WV,54099.0,54099020400.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,195000.0,96.5,6.75,1.072,2,10237.71,,4590.18,2700.18,,360,,,2,2,2,2,205000,1,1,3,5,1,,127.0,42,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5876,4.58,73700,115.28,1804,2573,42
2023,549300TKFZR4QBNE5D40,99999,NC,37045.0,37045950101.0,C,FSA/RHS:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,4,1,1,2,2,2,285000.0,100.0,,,3,,,,,,360,,,2,1,2,2,285000,2,1,1,1,1,,101.0,36,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,4,,,,,9,,,,5060,6.21,70400,77.55,1319,2365,36
2023,549300TKFZR4QBNE5D40,45220,FL,12039.0,12039020701.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,31,1,2,2,2,315000.0,90.0,,,3,,,,,,372,,,2,1,2,2,315000,1,1,3,5,1,,133.0,39,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,2.0,,,,3,,,,3246,90.51,91700,58.1,663,1222,48
2023,549300TKFZR4QBNE5D40,31420,GA,13289.0,13289060200.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,225000.0,96.49,6.75,1.417,2,14304.22,,6593.8,1321.52,,372,,,2,1,2,2,235000,2,1,1,1,1,,115.0,40,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,55-64,No,No,1,1,1,,,,,10,,,,3434,49.94,76600,110.85,1103,1903,38
2023,549300TKFZR4QBNE5D40,99999,NC,37111.0,37111970500.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,265000.0,96.5,6.75,1.107,2,19275.95,,10526.7,4757.52,,372,,,2,1,2,2,265000,2,1,1,1,1,,59.0,50%-60%,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3877,24.48,70400,86.92,890,1566,35
2023,549300TKFZR4QBNE5D40,20500,NC,37037.0,37037020300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,315000.0,90.707,6.75,1.083,2,24038.19,,14158.34,6212.84,,372,,,2,1,2,2,335000,1,1,3,5,1,,75.0,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2742,34.28,108500,64.33,837,1220,38
2023,549300TKFZR4QBNE5D40,99999,IN,18053.0,18053010200.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,145000.0,96.5,6.875,1.149,2,9428.95,,4467.45,2577.45,,360,,,2,2,2,2,155000,1,1,3,5,1,,52.0,50%-60%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4554,8.92,82700,112.28,1558,1912,53
2023,549300TKFZR4QBNE5D40,99999,NC,37041.0,37041930102.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,175000.0,96.499,7.25,1.86,2,11167.43,,4529.94,,,372,,,2,1,2,2,185000,2,1,1,1,1,,66.0,36,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,2195,31.66,70400,109.98,894,1112,35
2023,549300TKFZR4QBNE5D40,99999,WV,54059.0,54059957300.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,195000.0,96.5,6.75,1.248,2,14636.11,,7119.0,2387.85,,372,,,2,1,2,2,195000,2,1,1,1,1,,55.0,50%-60%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,2971,3.74,64200,93.73,1241,1920,38
2023,549300TKFZR4QBNE5D40,17140,KY,21081.0,21081920201.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,305000.0,63.471,6.875,0.763,2,16801.65,,13809.98,6040.0,,372,,,2,1,2,2,475000,1,1,3,5,1,,123.0,20%-<30%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,2947,5.43,102300,96.53,907,1086,36
2023,549300TKFZR4QBNE5D40,26900,IN,18095.0,18095010600.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,215000.0,100.0,,,3,,,,,,360,,,2,2,2,2,195000,1,1,3,5,1,,50.0,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,4,9.0,,,5385,8.45,97300,89.16,1485,2532,65
2023,549300TKFZR4QBNE5D40,26900,IN,18057.0,18057110101.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,275000.0,100.0,6.125,-0.414,2,3240.5,,1890.0,,,360,,,2,2,2,2,275000,1,1,3,5,1,,74.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,9078,29.1,97300,112.41,1796,2178,13
2023,549300TKFZR4QBNE5D40,45780,OH,39123.0,39123051100.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,71,2,2,1,1,2,2,2,405000.0,96.5,6.875,1.684,2,28374.27,,17954.78,8102.06,,372,,,2,1,2,2,415000,1,1,3,5,1,,124.0,45,2,2,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,3773,8.91,88700,142.25,1280,1413,57
2023,549300TKFZR4QBNE5D40,23844,IN,18089.0,18089042704.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,32,1,2,2,2,135000.0,59.678,7.0,0.548,2,3761.49,,2303.57,413.57,,360,,,2,2,2,2,225000,1,1,3,5,1,,97.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,4150,25.4,91900,129.26,1264,1482,44
2023,549300TKFZR4QBNE5D40,99999,NC,37045.0,37045950101.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,275000.0,96.499,6.75,0.934,2,17724.47,,8284.58,3331.35,,372,,,2,1,2,2,285000,2,1,1,1,1,,91.0,30%-<36%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5060,6.21,70400,77.55,1319,2365,36
2023,549300TKFZR4QBNE5D40,99999,OH,39147.0,39147962600.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,31,1,2,2,2,515000.0,85.618,7.25,0.974,2,22965.82,,20031.91,8974.89,,372,,,2,1,2,2,595000,1,1,3,5,1,,117.0,50%-60%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,3867,8.09,79500,107.82,1341,1654,47
2023,549300TKFZR4QBNE5D40,45220,FL,12039.0,12039020300.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,185000.0,89.225,,,3,,,,,,372,,,2,1,2,2,205000,2,1,1,1,1,,49.0,37,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,2.0,,,,3,,,,4787,85.82,91700,56.65,1444,2447,42
2023,549300TKFZR4QBNE5D40,11700,NC,37087.0,37087920101.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,255000.0,96.5,6.75,1.285,2,19515.08,,10815.06,5137.9,,372,,,2,1,2,2,265000,2,1,1,1,1,,55.0,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3811,7.85,87600,79.26,1204,2424,28
2023,549300TKFZR4QBNE5D40,19740,CO,8031.0,8031007091.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,1,1,2,2,2,235000.0,96.5,,,3,,,,,,360,,,2,2,2,2,245000,1,1,3,5,1,,60.0,50%-60%,3,1,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,45-54,55-64,No,Yes,1,1,1,,,,,2,6.0,,,3497,20.45,125500,70.28,2224,171,55
2023,549300TKFZR4QBNE5D40,16740,SC,45023.0,45023020300.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,235000.0,96.499,6.75,1.22,2,16010.72,,7719.45,2356.09,,372,,,2,1,2,2,235000,2,1,1,1,1,,66.0,47,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,3377,79.83,98700,46.7,766,1279,48
2023,549300TKFZR4QBNE5D40,17900,SC,45063.0,45063021051.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,155000.0,96.499,,,3,,,,,,372,,,2,1,2,2,145000,2,1,1,1,1,,49.0,40,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,4,9.0,,,2428,28.01,83300,108.19,639,783,23
2023,549300TKFZR4QBNE5D40,24860,SC,45007.0,45007010800.0,C,FSA/RHS:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,4,1,1,2,2,2,245000.0,99.641,6.375,0.853,2,14825.49,,7859.58,2411.31,,360,,,2,1,2,2,245000,2,1,1,1,1,,79.0,37,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,4,,,,,10,,,,5171,15.9,84000,121.59,1891,2534,29
2023,549300TKFZR4QBNE5D40,34100,TN,47063.0,47063100700.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,31,1,2,2,2,225000.0,78.447,,,3,,,,,,372,,,2,1,2,2,265000,2,1,1,1,1,,59.0,45,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,2,,,,,4,9.0,,,6039,12.63,64800,103.54,1931,2453,36
2023,549300TKFZR4QBNE5D40,16700,SC,45015.0,45015020101.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,255000.0,67.138,7.25,0.98,2,11633.86,,8268.1,2551.24,,372,,,2,1,2,2,385000,2,1,1,1,1,,88.0,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,2974,60.63,101300,57.52,1009,1617,28
2023,549300TKFZR4QBNE5D40,99999,NC,37199.0,37199960200.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,165000.0,89.064,6.75,0.855,2,12029.22,,4755.42,352.92,,372,,,2,1,2,2,185000,2,1,1,1,1,,33.0,48,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,1,,,,,10,,,,4825,10.67,70400,111.06,1237,2234,42
2023,549300TKFZR4QBNE5D40,99999,TN,47007.0,47007953000.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,1,31,1,2,2,2,175000.0,62.731,6.75,0.609,2,11195.05,,8221.0,3825.0,,372,,,2,1,2,2,275000,2,1,1,1,1,,94.0,20%-<30%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,3755,11.32,69500,88.91,1166,1714,26
2023,549300TKFZR4QBNE5D40,99999,NC,37105.0,37105030504.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Joint,White,Joint,1,71,2,2,31,1,2,2,2,175000.0,78.132,7.25,1.486,2,11866.25,,5839.7,1384.88,,372,,,2,1,2,2,215000,2,1,1,1,1,,103.0,50%-60%,3,2,2,,,,,1,11.0,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,<25,65-74,No,Yes,1,1,1,,,,,10,,,,6547,25.95,70400,77.77,1290,1731,30
2023,549300TKFZR4QBNE5D40,99999,TN,47007.0,47007953000.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,165000.0,96.5,,,3,,,,,,372,,,2,1,2,2,165000,2,1,1,1,1,,65.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,2,,,,,4,9.0,,,3755,11.32,69500,88.91,1166,1714,26
2023,549300TKFZR4QBNE5D40,99999,NC,37163.0,37163970600.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,3,1,1,2,2,2,185000.0,92.848,6.875,0.615,2,10318.01,,6625.25,1894.1,,372,,,2,1,2,2,205000,2,1,1,1,1,,65.0,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4640,63.88,70400,88.06,872,1654,44
2023,549300TKFZR4QBNE5D40,20500,NC,37037.0,37037020203.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,325000.0,88.426,7.125,0.878,2,11909.87,,9093.89,3976.34,,372,,,2,1,2,2,365000,1,1,3,5,1,,116.0,39,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,45-54,No,No,1,1,1,,,,,10,,,,2409,27.9,108500,85.64,693,1149,32
2023,549300TKFZR4QBNE5D40,99999,TN,47117.0,47117955000.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,555000.0,100.0,6.0,-0.491,2,14245.75,,11602.5,9712.5,,360,,,2,2,2,2,555000,1,1,3,5,1,,158.0,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,8820,10.74,69500,141.95,2498,3160,22
2023,549300TKFZR4QBNE5D40,18880,FL,12091.0,12091020304.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,65000.0,21.687,,,3,,,,,,360,,,2,2,2,2,335000,1,1,3,5,1,,17.0,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,2,,,,,2,1.0,,,4667,26.48,96900,138.81,1125,1382,20
2023,549300TKFZR4QBNE5D40,34980,TN,47043.0,47043060401.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,3,1,1,2,2,2,285000.0,100.0,,,3,,,,,,360,,,2,2,2,2,275000,2,1,1,1,1,,62.0,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,1,,,,3312,7.73,100500,112.83,1006,1210,34
2023,549300TKFZR4QBNE5D40,99999,NC,37139.0,37139960300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,325000.0,91.984,6.875,1.238,2,20504.75,,11546.0,3256.0,,372,,,2,1,2,2,345000,1,1,3,5,1,,89.0,44,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,2661,87.71,70400,46.04,170,969,40
2023,549300TKFZR4QBNE5D40,16860,GA,13047.0,13047030202.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,71,2,3,1,1,2,2,2,295000.0,100.0,6.625,0.365,2,14042.64,,5822.54,5822.54,,360,,,2,2,2,2,285000,1,1,3,5,1,,48.0,50%-60%,2,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,6444,11.65,90700,100.79,2098,2478,30
2023,549300TKFZR4QBNE5D40,31140,IN,18175.0,18175967701.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,215000.0,92.9,6.75,0.925,2,14225.02,,7228.91,2157.83,,372,,,2,1,2,2,225000,2,1,1,1,1,,47.0,46,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,3213,5.85,89300,81.63,743,1216,36
2023,549300TKFZR4QBNE5D40,99999,NC,37155.0,37155961602.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Joint,3,0,2,2,1,1,2,2,2,195000.0,96.499,,,3,,,,,,372,,,2,1,2,2,195000,2,1,1,1,1,,68.0,50%-60%,3,1,3,,,,,3,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,1,,,,,1,,,,3098,48.64,70400,79.7,1054,1628,39
2023,549300TKFZR4QBNE5D40,45220,FL,12073.0,12073002702.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,235000.0,96.5,,,3,,,,,,372,,,2,1,2,2,215000,2,1,1,1,1,,107.0,38,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,4,9.0,,,4764,20.59,91700,90.96,1223,2111,32
2023,549300TKFZR4QBNE5D40,12260,SC,45003.0,45003020200.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,245000.0,99.335,6.75,0.658,2,10478.34,,8238.5,2479.5,,372,,,2,1,2,2,245000,1,1,3,5,1,,68.0,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,5910,28.27,77600,122.73,1985,2304,26
2023,549300TKFZR4QBNE5D40,99999,IN,18143.0,18143967000.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,225000.0,96.5,7.75,2.104,2,10648.29,,4995.22,3105.22,,360,,,2,2,2,2,235000,1,1,3,5,1,,102.0,46,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,5882,7.17,82700,97.43,1131,2389,45
2023,549300TKFZR4QBNE5D40,26420,TX,48291.0,48291700801.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,265000.0,100.0,7.5,1.948,2,23373.92,,10518.14,4645.92,,372,,,2,1,2,2,255000,2,1,1,1,1,,156.0,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3924,27.57,94100,93.85,1163,1301,24
2023,549300TKFZR4QBNE5D40,16740,NC,37007.0,37007920600.0,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,3,0,2,3,1,1,2,2,2,275000.0,99.929,,,3,,,,,,372,,,2,1,2,2,235000,2,1,1,1,1,,70.0,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,4,9.0,,,3481,61.65,98700,66.88,1226,2102,39
2023,549300TKFZR4QBNE5D40,37860,FL,12113.0,12113010711.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,215000.0,96.5,6.75,1.367,2,16775.17,,9248.3,4235.96,,372,,,2,1,2,2,215000,2,1,1,1,1,,61.0,36,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,4764,17.93,83900,107.31,1513,1780,36
2023,549300TKFZR4QBNE5D40,12020,GA,13195.0,13195020200.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,31,1,2,2,2,265000.0,89.99,6.75,1.001,2,16426.01,,9157.08,2052.08,,372,,,2,1,2,2,285000,1,1,3,5,1,,80.0,38,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,4278,12.13,100100,90.19,1248,1728,34
