action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,71,2,1,1,195000.0,96.5,7.125,0.965,11980.42,0.0,5719.36,3829.36,360.0,195000,1,1,3,5,1,150.0,Missing,3,1,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1,10,High,Missing,Long
,71,2,1,1,165000.0,96.5,7.5,1.387,11240.44,0.0,4365.23,300.0,372.0,175000,2,1,1,1,1,52.0,46.0,3,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,1,31,1,275000.0,75.983,6.875,0.04,3375.45,0.0,11635.8,5470.8,372.0,365000,2,1,1,1,1,74.0,48.0,1,1,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Low,30-50,Long
,71,1,32,1,75000.0,39.474,7.625,0.705,4769.9,0.0,2945.0,1500.0,360.0,195000,1,1,3,5,1,43.0,38.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,1,1,315000.0,96.5,7.25,0.985,19151.43,0.0,11064.5,9174.5,360.0,325000,1,1,3,5,1,85.0,38.0,3,3,2.0,2.0,5.0,5.0,35-44,25-34,No,No,1,10,High,30-50,Long
,71,2,31,1,325000.0,89.927,7.125,0.542,16461.17,0.0,8302.7,300.0,372.0,355000,1,1,3,5,1,101.0,44.0,2,2,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Medium,30-50,Long
,0,2,31,1,335000.0,96.5,15.0,3.0,0.0,0.0,0.0,0.0,372.0,265000,2,1,1,1,1,125.0,42.0,2,1,2.0,2.0,3.0,3.0,35-44,35-44,No,No,1,4,High,30-50,Long
,71,2,1,1,215000.0,89.005,6.75,0.49,16226.22,0.0,9211.94,4217.24,372.0,235000,2,1,1,1,1,47.0,43.0,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,1,1,295000.0,95.0,7.75,1.369,16175.99,0.0,7786.4,5896.4,360.0,305000,1,1,3,5,1,70.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,205000.0,95.575,6.875,0.945,12709.48,0.0,4986.48,300.0,372.0,215000,2,1,1,1,1,75.0,48.0,1,2,3.0,3.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,3,31,1,125000.0,69.441,7.5,0.582,6015.34,0.0,3203.63,300.0,372.0,185000,2,1,1,1,1,82.0,43.0,2,1,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1,10,Low,30-50,Long
,71,3,1,1,225000.0,100.0,7.625,0.849,14744.04,0.0,6414.54,4524.54,360.0,215000,1,1,3,5,1,112.0,38.0,3,2,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,2,1,1,275000.0,96.5,6.5,-0.216,14688.95,0.0,5976.0,300.0,372.0,275000,2,1,1,1,1,111.0,47.0,1,1,2.0,2.0,1.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,0,2,1,1,185000.0,96.5,15.0,3.0,0.0,0.0,0.0,0.0,372.0,205000,2,1,1,1,1,38.0,Missing,1,1,2.0,2.0,3.0,3.0,25-34,55-64,No,No,1,1,High,Missing,Long
,71,2,1,1,225000.0,87.445,7.125,0.739,12543.14,0.0,5243.94,300.0,372.0,255000,2,1,1,1,1,78.0,36.0,2,10,3.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,31,1,195000.0,89.022,6.75,0.696,14947.5,0.0,8578.26,3850.24,372.0,215000,2,1,1,1,1,70.0,Missing,3,2,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,Missing,Long
,71,2,31,1,255000.0,92.024,6.5,-0.213,12947.05,0.0,5707.5,300.0,372.0,275000,2,1,1,1,1,95.0,Missing,3,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,Missing,Long
,71,1,1,1,215000.0,78.834,7.875,0.97,12410.65,0.0,9278.72,4270.5,372.0,275000,2,1,1,1,1,71.0,38.0,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,31,1,365000.0,95.936,7.25,0.598,17592.43,0.0,8961.2,300.0,372.0,375000,1,1,3,5,1,163.0,Missing,1,2,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,High,Missing,Long
,71,2,31,1,185000.0,85.814,7.375,1.236,14320.06,0.0,7301.3,2651.3,372.0,215000,2,1,1,1,1,108.0,Missing,1,3,3.0,2.0,5.0,5.0,45-54,>74,No,Yes,1,10,Medium,Missing,Long
,0,2,1,1,355000.0,94.777,15.0,3.0,0.0,0.0,0.0,0.0,372.0,395000,1,1,3,5,1,81.0,Missing,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,4,High,Missing,Long
,71,2,1,1,195000.0,96.5,6.875,0.721,10935.14,0.0,4691.37,300.0,372.0,195000,2,1,1,1,1,61.0,Missing,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,215000.0,96.5,6.625,0.761,15177.59,0.0,7090.3,5200.3,360.0,225000,2,1,1,1,1,59.0,39.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,425000.0,93.609,7.125,0.912,20870.2,0.0,10210.0,300.0,372.0,445000,1,1,3,5,1,111.0,Missing,1,3,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,Missing,Long
,71,2,1,1,135000.0,89.919,6.875,0.184,10072.68,0.0,3797.97,300.0,372.0,145000,2,1,1,1,1,44.0,38.0,2,3,2.0,2.0,5.0,5.0,55-64,55-64,No,Yes,1,10,Medium,30-50,Long
,0,3,1,1,345000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,355000,1,1,3,5,1,109.0,46.0,1,10,1.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1,4,High,30-50,Long
,71,2,1,1,165000.0,96.5,7.25,1.164,10871.96,0.0,4602.45,2712.45,360.0,175000,2,1,1,1,1,75.0,Missing,2,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,225000.0,89.879,7.0,0.118,13002.93,0.0,5140.49,300.0,372.0,245000,2,1,1,1,1,52.0,44.0,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,31,1,185000.0,56.838,7.5,0.691,11943.15,0.0,4626.75,300.0,372.0,325000,2,1,1,1,1,90.0,39.0,2,3,2.0,2.0,5.0,5.0,55-64,55-64,No,No,1,10,Low,30-50,Long
,0,3,1,1,265000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,265000,2,1,1,1,1,107.0,Missing,1,1,2.0,2.0,3.0,3.0,45-54,45-54,No,No,1,4,High,Missing,Long
,71,2,1,1,365000.0,96.5,6.625,0.195,26994.71,0.0,17252.5,8214.98,372.0,375000,1,1,3,5,1,75.0,Missing,3,2,2.0,2.0,5.0,5.0,55-64,65-74,Yes,Yes,1,10,High,Missing,Long
,71,3,1,1,205000.0,100.0,7.125,0.133,7508.75,0.0,4319.0,4080.0,360.0,205000,2,1,1,1,1,101.0,Missing,3,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,295000.0,96.5,6.5,-0.127,16393.84,0.0,6283.88,300.0,372.0,305000,2,1,1,1,1,91.0,49.0,1,2,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,71,2,1,1,155000.0,85.981,7.125,1.123,10916.1,0.0,4165.5,300.0,372.0,175000,2,1,1,1,1,33.0,47.0,1,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,31,1,315000.0,95.091,6.875,0.254,3375.45,0.0,6630.56,300.0,372.0,335000,2,1,1,1,1,135.0,45.0,1,1,1.0,1.0,5.0,5.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,31,1,315000.0,73.723,6.75,0.313,22622.61,0.0,14276.1,6286.1,372.0,415000,1,1,3,5,1,83.0,Missing,3,10,3.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,235000.0,96.499,7.5,1.391,13567.99,0.0,6461.4,300.0,372.0,235000,1,1,3,5,1,57.0,47.0,3,10,3.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,3,31,1,125000.0,72.956,6.5,-0.438,5222.0,0.0,3780.0,300.0,372.0,175000,2,1,1,1,1,57.0,39.0,3,2,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,1,10,Low,30-50,Long
,71,2,31,1,155000.0,65.78,6.875,0.199,11692.59,0.0,6262.58,2272.58,372.0,225000,2,1,1,1,1,34.0,46.0,1,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,10,Low,30-50,Long
,0,1,4,1,55000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,55.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,31,1,5000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,60.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,39.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,55000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,61.0,Missing,1111,1111,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,31,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,29.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,31,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,62.0,Missing,1111,1111,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,4,2,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,130.0,Missing,1111,1111,2.0,2.0,5.0,5.0,55-64,55-64,No,No,1111,1111,High,Missing,Long
,0,1,5,1,5000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,70.0,Missing,1111,1111,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,32,1,85000.0,61.224,15.0,3.0,0.0,0.0,0.0,0.0,360.0,145000,1,3,3,5,1,0.0,Missing,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,1,Low,Missing,Long
,0,1,31,1,5000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,54.0,Missing,1111,1111,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,5,1,75000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,45.0,Missing,1111,1111,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,31,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,35.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,31,2,5000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,77.0,Missing,1111,1111,2.0,2.0,5.0,5.0,55-64,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,2,2,145000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,172.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,95000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,33.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,2,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,72.0,Missing,1111,1111,2.0,2.0,5.0,5.0,45-54,55-64,No,Yes,1111,1111,High,Missing,Long
,0,1,4,2,65000.0,31.429,15.0,3.0,0.0,0.0,0.0,0.0,180.0,215000,1,1,3,5,1,29.0,Missing,9,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,7,Low,Missing,Short
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,128.0,Missing,1111,1111,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1111,1111,High,Missing,Long
,0,1,4,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,22.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,75000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,196.0,Missing,1111,1111,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1111,1111,High,Missing,Long
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,48.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,155000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,120.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,35000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,27.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,105000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,97.0,Missing,1111,1111,2.0,2.0,5.0,5.0,55-64,55-64,Yes,Yes,1111,1111,High,Missing,Long
,0,1,31,1,5000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,29.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,35.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,45000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,62.0,Missing,1111,1111,2.0,2.0,5.0,5.0,>74,>74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,4,1,85000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,83.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,115000.0,95.0,6.25,0.649,3375.45,0.0,874.75,300.0,360.0,125000,1,1,3,5,1,88.0,46.0,3,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,72.0,Missing,1111,1111,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,105000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,145.0,Missing,1111,1111,2.0,2.0,5.0,5.0,55-64,65-74,No,Yes,1111,1111,High,Missing,Long
,0,1,5,2,75000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,86.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,65000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,42.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,155000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,69.0,Missing,1111,1111,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,4,2,75000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,144.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,105000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,144.0,Missing,1111,1111,2.0,2.0,5.0,5.0,55-64,45-54,No,No,1111,1111,High,Missing,Long
,0,1,4,1,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,25.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,29.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,275000.0,90.0,5.5,0.654,3375.45,0.0,874.75,300.0,360.0,305000,1,2,3,5,1,238.0,Missing,2,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,Medium,Missing,Long
,0,1,2,2,55000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,72.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,25.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,155000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,51.0,Missing,1111,1111,1.0,1.0,5.0,5.0,35-44,35-44,No,No,1111,1111,High,Missing,Long
,0,1,4,2,55000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,95.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,31,1,105000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,30.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,75000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,2,45000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,102.0,Missing,1111,1111,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,5000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,3.0,6.0,6.0,45-54,45-54,No,No,1111,1111,High,Missing,Long
,0,1,2,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,42.0,Missing,1111,1111,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,405000.0,89.29,5.125,0.026,3375.45,0.0,874.75,300.0,360.0,445000,1,1,3,5,1,120.0,37.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,0,1,2,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,25.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,155000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,107.0,Missing,1111,1111,2.0,2.0,5.0,5.0,65-74,55-64,Yes,No,1111,1111,High,Missing,Long
,0,1,4,2,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,72.0,Missing,1111,1111,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,2,2,45000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,92.0,Missing,1111,1111,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1111,1111,High,Missing,Long
,0,1,4,1,65000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,86.0,Missing,1111,1111,2.0,2.0,5.0,5.0,35-44,45-54,No,No,1111,1111,High,Missing,Long
,0,1,5,1,65000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,66.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,73.0,Missing,1111,1111,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,2,1,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,15.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,2,5000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,16.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,2,2,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,60.0,Missing,1111,1111,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,15000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,37.0,Missing,1111,1111,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,2,2,25000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,78.0,Missing,1111,1111,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,1,155000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,62.0,Missing,1111,1111,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1111,1111,High,Missing,Long
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,142.0,Missing,1111,1111,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1111,1111,High,Missing,Long
,0,1,4,2,15000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,50.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,2,1,45000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,107.0,Missing,1111,1111,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,2,25000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,67.0,Missing,1111,1111,1.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,25000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,127.0,Missing,1111,1111,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1111,1111,High,Missing,Long
,0,1,2,1,75000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,73.0,Missing,1111,1111,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,38.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,505000.0,94.39,5.375,0.591,3375.45,0.0,874.75,300.0,240.0,535000,1,1,3,5,1,115.0,44.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Medium
,0,1,2,2,55000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,88.0,Missing,1111,1111,2.0,2.0,5.0,5.0,45-54,35-44,No,No,1111,1111,High,Missing,Long
